,Timestamp,Functioning Day,Holiday,Seasons,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Rented Bike Count
116,2017-05-12 20:00:00,Yes,No Holiday,Winter,-3.5,46.0,0.0,2000.0,-13.4,0.0,0.0,0.0,418
117,2017-05-12 21:00:00,Yes,No Holiday,Winter,-3.7,47.0,0.0,2000.0,-13.3,0.0,0.0,0.0,415
118,2017-05-12 22:00:00,Yes,No Holiday,Winter,-2.8,49.0,0.0,2000.0,-12.0,0.0,0.0,0.0,393
119,2017-05-12 23:00:00,Yes,No Holiday,Winter,-2.5,59.0,0.0,1210.0,-9.4,0.0,0.0,0.0,244
120,2017-06-12 00:00:00,Yes,No Holiday,Winter,-2.8,77.0,0.0,331.0,-6.2,0.0,0.1,0.1,145
121,2017-06-12 01:00:00,Yes,No Holiday,Winter,-3.0,79.0,0.0,293.0,-6.1,0.0,0.0,0.3,144
122,2017-06-12 02:00:00,Yes,No Holiday,Winter,-3.0,79.0,0.0,1862.0,-6.1,0.0,0.0,0.4,117
123,2017-06-12 03:00:00,Yes,No Holiday,Winter,-3.2,78.0,0.0,1808.0,-6.4,0.0,0.2,0.4,78
124,2017-06-12 04:00:00,Yes,No Holiday,Winter,-3.4,75.0,0.0,1982.0,-7.2,0.0,0.0,0.4,58
125,2017-06-12 05:00:00,Yes,No Holiday,Winter,-3.6,76.0,0.0,1934.0,-7.2,0.0,0.0,0.4,87
126,2017-06-12 06:00:00,Yes,No Holiday,Winter,-3.7,76.0,0.0,1864.0,-7.3,0.0,0.0,0.4,142
127,2017-06-12 07:00:00,Yes,No Holiday,Winter,-4.2,77.0,0.0,1741.0,-7.6,0.0,0.0,0.3,379
128,2017-06-12 08:00:00,Yes,No Holiday,Winter,-4.2,78.0,0.0,1518.0,-7.4,0.01,0.0,0.2,802
129,2017-06-12 09:00:00,Yes,No Holiday,Winter,-3.3,70.0,0.0,1324.0,-7.9,0.25,0.0,0.2,440
130,2017-06-12 10:00:00,Yes,No Holiday,Winter,-0.9,64.0,0.0,1224.0,-6.8,0.63,0.0,0.2,307
131,2017-06-12 11:00:00,Yes,No Holiday,Winter,1.6,57.0,1.2,1261.0,-6.0,0.93,0.0,0.0,381
132,2017-06-12 12:00:00,Yes,No Holiday,Winter,2.4,52.0,0.9,1224.0,-6.4,1.08,0.0,0.0,405
133,2017-06-12 13:00:00,Yes,No Holiday,Winter,4.2,47.0,1.1,1469.0,-6.1,1.1,0.0,0.0,442
134,2017-06-12 14:00:00,Yes,No Holiday,Winter,5.5,34.0,1.0,1966.0,-9.1,0.96,0.0,0.0,416
135,2017-06-12 15:00:00,Yes,No Holiday,Winter,5.5,31.0,3.1,1968.0,-10.3,0.72,0.0,0.0,412
136,2017-06-12 16:00:00,Yes,No Holiday,Winter,5.3,37.0,2.9,2000.0,-8.2,0.36,0.0,0.0,496
137,2017-06-12 17:00:00,Yes,No Holiday,Winter,4.1,60.0,2.5,1565.0,-2.9,0.1,0.0,0.0,239
138,2017-06-12 18:00:00,Yes,No Holiday,Winter,1.7,90.0,1.0,66.0,0.2,0.0,0.3,0.3,204
139,2017-06-12 19:00:00,Yes,No Holiday,Winter,1.2,92.0,0.7,180.0,0.0,0.0,0.0,1.0,205
140,2017-06-12 20:00:00,Yes,No Holiday,Winter,1.2,94.0,0.6,228.0,0.3,0.0,0.0,1.0,190
141,2017-06-12 21:00:00,Yes,No Holiday,Winter,1.1,92.0,0.5,235.0,0.0,0.0,0.7,1.0,165
142,2017-06-12 22:00:00,Yes,No Holiday,Winter,1.3,92.0,0.6,233.0,0.1,0.0,0.0,1.0,222
143,2017-06-12 23:00:00,Yes,No Holiday,Winter,1.3,92.0,0.6,209.0,0.1,0.0,0.0,1.0,193
144,2017-07-12 00:00:00,Yes,No Holiday,Winter,1.4,92.0,0.5,240.0,0.2,0.0,0.0,0.9,198
145,2017-07-12 01:00:00,Yes,No Holiday,Winter,1.5,92.0,0.4,227.0,0.3,0.0,0.0,0.9,218
146,2017-07-12 02:00:00,Yes,No Holiday,Winter,1.4,92.0,0.7,168.0,0.2,0.0,0.0,0.9,149
147,2017-07-12 03:00:00,Yes,No Holiday,Winter,1.9,91.0,1.4,218.0,0.5,0.0,0.0,0.9,102
148,2017-07-12 04:00:00,Yes,No Holiday,Winter,1.6,92.0,0.7,119.0,0.4,0.0,0.0,0.9,62
149,2017-07-12 05:00:00,Yes,No Holiday,Winter,1.5,92.0,1.1,175.0,0.3,0.0,0.0,0.9,83
150,2017-07-12 06:00:00,Yes,No Holiday,Winter,1.0,93.0,0.5,148.0,0.0,0.0,0.0,0.9,137
151,2017-07-12 07:00:00,Yes,No Holiday,Winter,0.3,93.0,0.5,173.0,-0.7,0.0,0.0,0.9,367
152,2017-07-12 08:00:00,Yes,No Holiday,Winter,-0.2,96.0,0.8,173.0,-0.7,0.01,0.0,0.8,754
153,2017-07-12 09:00:00,Yes,No Holiday,Winter,0.1,91.0,0.8,265.0,-1.1,0.14,0.0,0.8,415
154,2017-07-12 10:00:00,Yes,No Holiday,Winter,1.1,83.0,0.7,311.0,-1.4,0.41,0.0,0.7,321
155,2017-07-12 11:00:00,Yes,No Holiday,Winter,2.3,69.0,1.7,628.0,-2.8,0.63,0.0,0.6,333
156,2017-07-12 12:00:00,Yes,No Holiday,Winter,3.7,65.0,2.4,833.0,-2.2,0.98,0.0,0.3,431
157,2017-07-12 13:00:00,Yes,No Holiday,Winter,4.1,37.0,3.1,1767.0,-9.3,1.14,0.0,0.0,394
158,2017-07-12 14:00:00,Yes,No Holiday,Winter,4.4,36.0,2.7,1975.0,-9.4,1.04,0.0,0.0,390
159,2017-07-12 15:00:00,Yes,No Holiday,Winter,4.0,35.0,3.1,1962.0,-10.1,0.84,0.0,0.0,430
160,2017-07-12 16:00:00,Yes,No Holiday,Winter,3.2,38.0,2.9,1817.0,-9.7,0.51,0.0,0.0,471
161,2017-07-12 17:00:00,Yes,No Holiday,Winter,2.1,50.0,2.0,1434.0,-7.2,0.15,0.0,0.0,552
162,2017-07-12 18:00:00,Yes,No Holiday,Winter,0.7,46.0,2.7,1558.0,-9.6,0.0,0.0,0.0,795
163,2017-07-12 19:00:00,Yes,No Holiday,Winter,-0.4,47.0,2.5,1269.0,-10.3,0.0,0.0,0.0,507
164,2017-07-12 20:00:00,Yes,No Holiday,Winter,-1.4,47.0,2.5,1620.0,-11.2,0.0,0.0,0.0,390
165,2017-07-12 21:00:00,Yes,No Holiday,Winter,-2.2,46.0,2.2,1975.0,-12.2,0.0,0.0,0.0,402
166,2017-07-12 22:00:00,Yes,No Holiday,Winter,-2.7,48.0,2.6,1844.0,-12.2,0.0,0.0,0.0,389
167,2017-07-12 23:00:00,Yes,No Holiday,Winter,-3.2,50.0,2.1,1887.0,-12.1,0.0,0.0,0.0,259
168,2017-08-12 00:00:00,Yes,No Holiday,Winter,-3.5,49.0,2.6,1893.0,-12.6,0.0,0.0,0.0,233
169,2017-08-12 01:00:00,Yes,No Holiday,Winter,-3.7,50.0,2.5,1902.0,-12.6,0.0,0.0,0.0,230
170,2017-08-12 02:00:00,Yes,No Holiday,Winter,-4.3,53.0,1.0,1918.0,-12.4,0.0,0.0,0.0,131
171,2017-08-12 03:00:00,Yes,No Holiday,Winter,-4.8,52.0,1.6,1978.0,-13.1,0.0,0.0,0.0,99
172,2017-08-12 04:00:00,Yes,No Holiday,Winter,-5.3,53.0,2.4,1936.0,-13.4,0.0,0.0,0.0,71
173,2017-08-12 05:00:00,Yes,No Holiday,Winter,-5.8,56.0,2.0,1941.0,-13.1,0.0,0.0,0.0,84
174,2017-08-12 06:00:00,Yes,No Holiday,Winter,-6.0,56.0,3.5,1853.0,-13.3,0.0,0.0,0.0,158
175,2017-08-12 07:00:00,Yes,No Holiday,Winter,-6.5,57.0,0.8,1776.0,-13.6,0.0,0.0,0.0,387
176,2017-08-12 08:00:00,Yes,No Holiday,Winter,-7.0,59.0,0.8,1559.0,-13.6,0.01,0.0,0.0,780
177,2017-08-12 09:00:00,Yes,No Holiday,Winter,-6.7,50.0,0.9,1492.0,-15.4,0.23,0.0,0.0,395
178,2017-08-12 10:00:00,Yes,No Holiday,Winter,-5.3,44.0,2.8,1516.0,-15.6,0.63,0.0,0.0,261
179,2017-08-12 11:00:00,Yes,No Holiday,Winter,-3.7,39.0,1.4,1595.0,-15.6,0.93,0.0,0.0,310
180,2017-08-12 12:00:00,Yes,No Holiday,Winter,-2.0,30.0,1.4,1728.0,-17.3,1.14,0.0,0.0,355
181,2017-08-12 13:00:00,Yes,No Holiday,Winter,-1.7,28.0,1.8,1963.0,-17.8,1.22,0.0,0.0,354
182,2017-08-12 14:00:00,Yes,No Holiday,Winter,-1.3,27.0,3.1,1906.0,-17.9,1.12,0.0,0.0,350
183,2017-08-12 15:00:00,Yes,No Holiday,Winter,-0.8,26.0,3.3,1977.0,-17.9,0.87,0.0,0.0,362
184,2017-08-12 16:00:00,Yes,No Holiday,Winter,-1.1,24.0,3.4,2000.0,-19.1,0.56,0.0,0.0,401
185,2017-08-12 17:00:00,Yes,No Holiday,Winter,-2.4,30.0,2.7,2000.0,-17.6,0.18,0.0,0.0,500
186,2017-08-12 18:00:00,Yes,No Holiday,Winter,-3.1,33.0,1.2,2000.0,-17.1,0.0,0.0,0.0,752
187,2017-08-12 19:00:00,Yes,No Holiday,Winter,-3.3,35.0,1.1,2000.0,-16.6,0.0,0.0,0.0,477
188,2017-08-12 20:00:00,Yes,No Holiday,Winter,-3.3,34.0,1.5,2000.0,-16.9,0.0,0.0,0.0,384
189,2017-08-12 21:00:00,Yes,No Holiday,Winter,-3.3,35.0,0.5,2000.0,-16.6,0.0,0.0,0.0,336
190,2017-08-12 22:00:00,Yes,No Holiday,Winter,-3.4,39.0,1.2,2000.0,-15.4,0.0,0.0,0.0,347
191,2017-08-12 23:00:00,Yes,No Holiday,Winter,-3.5,43.0,0.9,2000.0,-14.3,0.0,0.0,0.0,275
192,2017-09-12 00:00:00,Yes,No Holiday,Winter,-3.5,48.0,0.9,1967.0,-12.9,0.0,0.0,0.0,267
193,2017-09-12 01:00:00,Yes,No Holiday,Winter,-4.1,49.0,0.6,2000.0,-13.2,0.0,0.0,0.0,296
194,2017-09-12 02:00:00,Yes,No Holiday,Winter,-4.7,50.0,0.7,1983.0,-13.5,0.0,0.0,0.0,237
195,2017-09-12 03:00:00,Yes,No Holiday,Winter,-4.3,47.0,0.6,1992.0,-13.9,0.0,0.0,0.0,169
196,2017-09-12 04:00:00,Yes,No Holiday,Winter,-4.3,49.0,0.7,2000.0,-13.4,0.0,0.0,0.0,96
197,2017-09-12 05:00:00,Yes,No Holiday,Winter,-4.7,49.0,0.8,1999.0,-13.8,0.0,0.0,0.0,56
198,2017-09-12 06:00:00,Yes,No Holiday,Winter,-5.1,53.0,0.9,1975.0,-13.2,0.0,0.0,0.0,76
199,2017-09-12 07:00:00,Yes,No Holiday,Winter,-5.5,56.0,0.8,1950.0,-12.9,0.0,0.0,0.0,127
200,2017-09-12 08:00:00,Yes,No Holiday,Winter,-5.4,56.0,0.7,1940.0,-12.8,0.01,0.0,0.0,222
201,2017-09-12 09:00:00,Yes,No Holiday,Winter,-4.7,48.0,1.0,1784.0,-14.0,0.23,0.0,0.0,291
202,2017-09-12 10:00:00,Yes,No Holiday,Winter,-2.2,42.0,1.3,1646.0,-13.4,0.61,0.0,0.0,273
203,2017-09-12 11:00:00,Yes,No Holiday,Winter,0.0,45.0,1.1,1500.0,-10.5,0.89,0.0,0.0,351
204,2017-09-12 12:00:00,Yes,No Holiday,Winter,2.4,40.0,0.8,1809.0,-9.8,1.05,0.0,0.0,427
205,2017-09-12 13:00:00,Yes,No Holiday,Winter,3.9,36.0,2.0,1702.0,-9.8,1.13,0.0,0.0,431
206,2017-09-12 14:00:00,Yes,No Holiday,Winter,4.7,32.0,2.2,1948.0,-10.6,1.06,0.0,0.0,486
207,2017-09-12 15:00:00,Yes,No Holiday,Winter,5.2,30.0,2.0,1963.0,-11.0,0.84,0.0,0.0,569
208,2017-09-12 16:00:00,Yes,No Holiday,Winter,4.4,33.0,1.6,1963.0,-10.5,0.4,0.0,0.0,546
209,2017-09-12 17:00:00,Yes,No Holiday,Winter,3.5,37.0,1.8,1963.0,-9.8,0.1,0.0,0.0,481
210,2017-09-12 18:00:00,Yes,No Holiday,Winter,2.5,41.0,1.0,1974.0,-9.4,0.0,0.0,0.0,384
